地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/03/13,14:55:05.1,宮城県沖,38°17.3′N,142°14.8′E,38 km,4.9,震度３
2011/03/13,14:47:38.0,岩手県沖,39°32.7′N,142°45.2′E,8 km,4.7,震度２
2011/03/13,14:36:46.5,宮城県沖,38°58.7′N,141°58.0′E,51 km,4.2,震度２
2011/03/13,14:21:34.6,岩手県沖,39°29.5′N,142°33.2′E,17 km,4.0,震度２
2011/03/13,14:09:54.5,茨城県沖,36°27.8′N,141°04.5′E,39 km,4.1,震度２
2011/03/13,13:23:22.1,三陸沖,38°07.7′N,143°04.7′E,23 km,5.3,震度２
2011/03/13,13:02:10.9,宮城県沖,38°01.4′N,142°42.2′E,28 km,5.0,震度２
2011/03/13,12:52:44.3,宮城県沖,38°52.7′N,141°53.0′E,59 km,4.0,震度２
2011/03/13,12:34:25.9,長野県北部,36°49.7′N,138°35.1′E,0 km,3.6,震度３
2011/03/13,12:32:18.9,新潟県中越地方,37°00.8′N,138°40.1′E,9 km,3.8,震度４
2011/03/13,12:32:01.8,千葉県東方沖,35°23.3′N,140°28.4′E,22 km,3.7,震度２
2011/03/13,12:31:09.1,長野県北部,36°49.6′N,138°34.8′E,0 km,3.7,震度３
2011/03/13,12:25:09.4,茨城県沖,36°40.1′N,141°04.6′E,40 km,3.7,震度２
2011/03/13,12:14:40.7,群馬県南部,36°34.6′N,139°24.2′E,5 km,2.6,震度２
2011/03/13,12:11:01.7,福島県沖,37°31.3′N,141°04.5′E,18 km,3.5,震度２
2011/03/13,12:09:44.8,千葉県北東部,35°21.2′N,140°20.6′E,25 km,3.6,震度３
2011/03/13,12:01:22.9,茨城県北部,36°45.1′N,140°35.5′E,13 km,4.6,震度２
2011/03/13,11:45:10.8,新潟県中越地方,37°02.6′N,138°35.5′E,10 km,3.1,震度２
2011/03/13,11:32:35.0,茨城県沖,36°45.3′N,141°36.2′E,25 km,5.4,震度２
2011/03/13,11:23:30.5,茨城県沖,36°29.6′N,141°54.7′E,23 km,6.2,震度２
2011/03/13,11:21:53.0,茨城県沖,35°42.5′N,141°51.1′E,23 km,4.5,震度２
2011/03/13,11:14:43.6,長野県北部,36°49.7′N,138°34.4′E,0 km,3.3,震度２
2011/03/13,10:57:26.6,群馬県北部,36°50.1′N,139°21.5′E,4 km,3.1,震度２
2011/03/13,10:42:52.9,福島県沖,36°54.3′N,142°55.8′E,41 km,5.5,震度２
2011/03/13,10:26:02.0,茨城県沖,35°49.6′N,141°58.3′E,11 km,6.6,震度４
2011/03/13,10:16:18.0,福島県沖,37°12.8′N,141°22.5′E,39 km,3.9,震度２
2011/03/13,10:06:03.5,長野県北部,36°58.5′N,138°33.1′E,9 km,3.3,震度２
2011/03/13,09:43:14.2,三陸沖,37°59.0′N,142°45.5′E,12 km,5.1,震度２
2011/03/13,09:41:10.9,茨城県沖,36°35.8′N,141°07.4′E,35 km,4.6,震度３
2011/03/13,09:32:53.6,茨城県沖,35°53.4′N,141°01.2′E,12 km,4.7,震度３
2011/03/13,08:43:59.7,茨城県沖,36°49.4′N,141°08.1′E,45 km,4.1,震度２
2011/03/13,08:40:47.2,福島県沖,36°51.7′N,141°50.2′E,4 km,5.0,震度３
2011/03/13,08:24:46.9,宮城県沖,38°00.7′N,141°56.9′E,15 km,6.2,震度５弱
2011/03/13,08:20:38.0,宮城県沖,37°57.3′N,142°19.1′E,3 km,5.3,震度３
2011/03/13,08:12:08.3,岩手県沖,39°04.1′N,142°26.9′E,18 km,4.3,震度２
2011/03/13,07:59:25.4,福島県沖,37°18.5′N,141°25.2′E,40 km,4.3,震度３
2011/03/13,07:49:59.9,茨城県沖,35°57.9′N,141°04.7′E,23 km,4.4,震度２
2011/03/13,07:45:34.1,岩手県沖,39°08.3′N,142°20.5′E,13 km,4.2,震度２
2011/03/13,07:44:27.8,茨城県沖,36°07.1′N,141°12.0′E,26 km,4.7,震度２
2011/03/13,07:36:40.8,岩手県沖,39°47.1′N,142°20.5′E,44 km,4.6,震度２
2011/03/13,07:34:06.7,岩手県沖,39°13.3′N,142°23.5′E,20 km,4.7,震度２
2011/03/13,07:31:24.8,岩手県沖,39°11.9′N,142°28.0′E,24 km,5.4,震度３
2011/03/13,07:27:07.9,岩手県沖,39°13.2′N,142°29.4′E,27 km,4.8,震度２
2011/03/13,07:26:31.4,茨城県沖,36°30.1′N,140°48.9′E,50 km,3.8,震度２
2011/03/13,07:13:40.0,東京湾,35°30.7′N,139°53.0′E,27 km,3.3,震度２
2011/03/13,07:13:08.0,東京湾,35°31.2′N,139°55.6′E,24 km,2.8,震度２
2011/03/13,07:12:44.0,福島県沖,37°36.3′N,142°03.2′E,9 km,6.1,震度３
2011/03/13,07:11:13.4,茨城県南部,35°45.0′N,140°50.6′E,30 km,3.9,震度２
2011/03/13,07:10:14.0,岩手県沖,39°03.3′N,142°27.2′E,20 km,4.7,震度２
2011/03/13,06:58:13.7,岩手県沖,39°01.7′N,142°31.7′E,14 km,5.4,震度３
2011/03/13,06:48:03.8,三陸沖,39°35.0′N,142°55.9′E,0 km,5.6,震度３
2011/03/13,06:05:04.5,長野県北部,36°57.3′N,138°34.9′E,4 km,1.6,震度２
2011/03/13,06:02:39.5,福島県沖,37°16.9′N,141°24.5′E,40 km,4.2,震度２
2011/03/13,05:56:16.2,宮城県沖,38°16.4′N,141°50.1′E,20 km,4.4,震度２
2011/03/13,05:41:27.2,福島県沖,37°09.9′N,141°22.6′E,41 km,4.7,震度３
2011/03/13,05:37:02.1,福島県浜通り,37°11.4′N,140°58.8′E,4 km,3.2,震度２
2011/03/13,05:02:37.4,福島県沖,37°24.7′N,141°14.7′E,24 km,3.5,震度２
2011/03/13,04:38:06.2,茨城県沖,35°57.5′N,141°31.9′E,26 km,4.4,震度２
2011/03/13,04:27:06.5,新潟県中越地方,37°02.4′N,138°38.4′E,12 km,3.6,震度２
2011/03/13,04:11:56.5,福島県沖,37°39.8′N,142°35.7′E,1 km,5.3,震度２
2011/03/13,04:08:06.4,茨城県沖,36°50.7′N,141°08.0′E,44 km,3.9,震度２
2011/03/13,03:56:40.5,福島県沖,37°11.8′N,141°09.4′E,14 km,3.5,震度２
2011/03/13,03:52:56.9,長野県北部,36°59.0′N,138°35.6′E,6 km,2.4,震度２
2011/03/13,03:51:34.4,茨城県沖,36°35.2′N,141°50.0′E,15 km,4.2,震度２
2011/03/13,03:47:16.2,長野県北部,36°58.2′N,138°34.6′E,8 km,3.2,震度３
2011/03/13,03:40:20.2,福島県沖,37°11.9′N,141°23.9′E,40 km,3.9,震度２
2011/03/13,03:37:25.9,福島県沖,37°16.8′N,141°27.0′E,39 km,3.8,震度２
2011/03/13,03:09:14.3,福島県沖,37°23.6′N,141°17.8′E,28 km,4.5,震度４
2011/03/13,02:45:52.6,長野県北部,36°59.0′N,138°35.4′E,6 km,2.4,震度２
2011/03/13,02:42:54.8,福島県浜通り,37°08.9′N,140°56.8′E,22 km,4.0,震度２
2011/03/13,02:40:55.4,宮城県沖,38°48.6′N,142°33.4′E,18 km,4.9,震度２
2011/03/13,02:35:23.3,茨城県沖,36°36.9′N,140°57.7′E,41 km,4.1,震度２
2011/03/13,02:25:53.6,茨城県沖,36°49.3′N,141°08.1′E,45 km,4.2,震度２
2011/03/13,02:24:21.3,福島県沖,37°21.0′N,141°08.7′E,10 km,3.5,震度２
2011/03/13,02:22:32.2,新潟県中越地方,36°58.0′N,138°36.5′E,9 km,3.2,震度２
2011/03/13,02:04:30.7,宮城県沖,38°40.5′N,142°12.4′E,35 km,4.4,震度２
2011/03/13,01:59:21.5,茨城県沖,36°40.8′N,141°09.1′E,29 km,4.6,震度３
2011/03/13,01:19:17.2,福島県沖,37°17.1′N,141°16.2′E,43 km,3.5,震度２
2011/03/13,01:16:42.6,福島県沖,37°25.0′N,141°27.1′E,37 km,3.7,震度２
2011/03/13,01:10:46.8,福島県沖,37°22.2′N,141°19.7′E,24 km,4.0,震度２
2011/03/13,00:57:29.1,新潟県中越地方,36°55.4′N,138°36.3′E,0 km,2.9,震度２
2011/03/13,00:55:19.4,茨城県沖,36°28.4′N,141°31.0′E,28 km,4.6,震度２
2011/03/13,00:44:16.2,新潟県中越地方,36°55.9′N,138°36.0′E,5 km,3.8,震度３
2011/03/13,00:12:28.7,栃木県北部,36°48.9′N,139°26.5′E,4 km,2.6,震度２
2011/03/13,00:10:43.4,福島県沖,37°17.9′N,141°18.7′E,28 km,3.8,震度２
2011/03/12,23:56:40.4,岩手県沖,39°16.7′N,142°17.8′E,46 km,4.4,震度２
2011/03/12,23:54:36.5,長野県北部,36°57.6′N,138°34.2′E,5 km,2.3,震度３
2011/03/12,23:51:54.2,長野県北部,36°57.7′N,138°34.1′E,4 km,2.4,震度３
2011/03/12,23:49:14.9,長野県北部,36°58.0′N,138°35.8′E,6 km,2.3,震度２
2011/03/12,23:47:59.2,長野県北部,36°57.4′N,138°33.8′E,6 km,2.2,震度２
2011/03/12,23:43:05.9,岩手県沖,39°28.2′N,142°41.7′E,9 km,5.9,震度４
2011/03/12,23:34:58.3,茨城県沖,35°52.9′N,141°50.0′E,22 km,5.6,震度３
2011/03/12,23:34:58.7,長野県北部,36°58.0′N,138°34.0′E,5 km,3.7,震度５弱
2011/03/12,23:21:50.4,岩手県沖,39°26.7′N,142°50.1′E,19 km,4.8,震度２
2011/03/12,23:17:05.0,茨城県沖,36°18.2′N,141°03.3′E,42 km,4.4,震度２
2011/03/12,23:14:51.6,茨城県沖,35°53.8′N,140°56.4′E,11 km,5.0,震度３
2011/03/12,23:12:23.0,福島県沖,37°12.7′N,141°23.6′E,36 km,4.1,震度２
2011/03/12,23:10:43.4,茨城県沖,35°53.9′N,140°56.5′E,9 km,4.2,震度２
2011/03/12,23:03:26.8,宮城県沖,38°47.0′N,142°44.5′E,7 km,5.8,震度３
2011/03/12,22:58:32.7,茨城県沖,36°32.9′N,140°49.7′E,28 km,4.2,震度２
2011/03/12,22:57:11.0,茨城県沖,36°25.5′N,141°53.3′E,27 km,5.0,震度２
2011/03/12,22:51:13.5,福島県沖,36°58.5′N,141°38.5′E,19 km,4.0,震度２
2011/03/12,22:44:29.8,福島県浜通り,37°10.9′N,140°58.5′E,7 km,3.7,震度２
2011/03/12,22:40:56.7,千葉県東方沖,35°48.8′N,141°05.6′E,34 km,4.5,震度２
2011/03/12,22:27:13.3,長野県北部,36°55.0′N,138°33.3′E,0 km,3.6,震度３
2011/03/12,22:26:54.1,岩手県沖,39°31.6′N,142°37.8′E,7 km,5.4,震度２
2011/03/12,22:25:02.5,福島県沖,37°13.8′N,141°01.5′E,23 km,4.4,震度２
2011/03/12,22:24:13.9,宮城県沖,38°57.7′N,142°28.0′E,30 km,5.0,震度３
2011/03/12,22:23:04.6,茨城県沖,36°01.9′N,141°03.4′E,36 km,4.3,震度２
2011/03/12,22:22:42.5,富山県東部,36°33.7′N,137°35.9′E,1 km,3.5,震度２
2011/03/12,22:20:39.9,福島県沖,37°13.8′N,141°23.5′E,41 km,4.4,震度２
2011/03/12,22:15:41.7,福島県沖,37°11.8′N,141°25.5′E,40 km,6.2,震度５弱
2011/03/12,22:14:27.5,千葉県東方沖,35°44.5′N,141°01.0′E,35 km,4.6,震度３
2011/03/12,22:05:49.1,長野県北部,36°58.3′N,138°35.7′E,6 km,2.6,震度３
2011/03/12,21:53:55.3,福島県沖,37°45.5′N,142°45.3′E,2 km,5.9,震度３
2011/03/12,21:51:55.5,三陸沖,39°14.8′N,142°54.6′E,21 km,4.8,震度２
2011/03/12,21:34:33.1,福島県沖,37°13.7′N,141°09.3′E,49 km,3.9,震度３
2011/03/12,21:17:22.9,福島県沖,37°13.4′N,142°28.6′E,18 km,4.8,震度２
2011/03/12,21:15:26.0,岩手県沖,39°34.4′N,142°48.6′E,5 km,4.9,震度２
2011/03/12,21:04:26.6,岩手県沖,39°05.9′N,142°27.3′E,23 km,4.4,震度２
2011/03/12,21:04:06.0,福島県沖,37°19.5′N,141°21.1′E,27 km,4.2,震度２
2011/03/12,21:02:04.7,岩手県沖,39°05.4′N,142°24.6′E,16 km,4.6,震度３
2011/03/12,21:01:20.3,茨城県沖,36°09.3′N,141°14.2′E,27 km,4.3,震度２
2011/03/12,20:59:07.7,千葉県東方沖,35°38.2′N,141°06.3′E,41 km,4.4,震度２
2011/03/12,20:58:34.9,千葉県東方沖,35°37.0′N,141°00.7′E,25 km,3.3,震度２
2011/03/12,20:47:20.7,福島県沖,37°21.1′N,141°36.5′E,17 km,4.5,震度２
2011/03/12,20:46:00.0,茨城県沖,35°52.5′N,141°51.4′E,26 km,5.5,震度３
2011/03/12,20:20:14.2,宮城県沖,38°39.0′N,142°31.6′E,20 km,4.6,震度２
2011/03/12,20:06:47.9,福島県沖,37°18.3′N,141°20.7′E,42 km,4.0,震度２
2011/03/12,20:05:01.6,三陸沖,39°21.9′N,143°10.4′E,34 km,4.7,震度２
2011/03/12,19:53:28.4,宮城県沖,38°59.8′N,142°32.2′E,20 km,5.8,震度４
2011/03/12,19:39:38.0,伊豆半島東方沖,34°52.8′N,139°09.3′E,4 km,3.1,震度２
2011/03/12,19:39:10.5,福島県沖,36°43.3′N,141°51.9′E,22 km,4.9,震度２
2011/03/12,19:34:47.0,福島県沖,37°31.5′N,144°22.7′E,53 km,5.1,震度２
2011/03/12,19:19:10.4,長野県北部,36°57.0′N,138°35.3′E,7 km,3.4,震度２
2011/03/12,19:17:29.1,宮城県沖,37°53.5′N,142°19.9′E,0 km,4.8,震度２
2011/03/12,19:09:33.4,福島県沖,37°19.0′N,141°06.5′E,27 km,3.7,震度２
2011/03/12,19:08:01.7,長野県北部,36°57.5′N,138°33.0′E,5 km,3.6,震度４
2011/03/12,18:55:04.5,福島県沖,37°18.3′N,141°15.1′E,47 km,4.1,震度２
2011/03/12,18:51:34.2,新潟県中越地方,37°03.9′N,138°37.4′E,8 km,2.8,震度２
2011/03/12,18:47:54.1,宮城県沖,37°50.6′N,142°26.8′E,23 km,4.8,震度２
2011/03/12,18:40:35.5,三陸沖,38°27.0′N,143°32.8′E,22 km,5.4,震度２
2011/03/12,18:39:52.0,福島県沖,37°23.9′N,142°15.4′E,11 km,4.4,震度３
2011/03/12,18:37:07.7,宮城県沖,38°57.2′N,142°24.6′E,50 km,4.1,震度２
2011/03/12,18:36:32.1,長野県北部,36°58.4′N,138°34.8′E,9 km,3.3,震度３
2011/03/12,18:27:26.4,福島県沖,37°16.7′N,141°06.2′E,21 km,3.7,震度２
2011/03/12,18:26:33.0,宮城県沖,38°12.9′N,142°15.0′E,50 km,4.3,震度２
2011/03/12,18:02:49.1,岩手県沖,39°41.8′N,142°41.4′E,14 km,4.8,震度２
2011/03/12,17:52:56.3,茨城県沖,36°15.0′N,141°07.0′E,40 km,4.2,震度２
2011/03/12,17:44:52.8,岩手県沖,39°14.3′N,142°29.9′E,36 km,4.9,震度２
2011/03/12,17:24:30.5,新潟県中越地方,37°02.8′N,138°35.4′E,8 km,2.8,震度２
2011/03/12,17:22:51.8,新潟県中越地方,37°00.9′N,138°40.2′E,11 km,2.9,震度２
2011/03/12,17:13:42.0,茨城県沖,35°52.2′N,141°36.8′E,39 km,4.8,震度２
2011/03/12,17:13:19.4,長野県北部,36°56.4′N,138°32.6′E,7 km,2.7,震度２
2011/03/12,16:55:46.6,福島県沖,37°41.4′N,141°34.5′E,46 km,4.3,震度２
2011/03/12,16:54:05.8,茨城県沖,36°03.2′N,141°38.4′E,5 km,5.2,震度２
2011/03/12,16:36:55.9,福島県沖,36°57.8′N,141°37.2′E,24 km,4.7,震度２
2011/03/12,16:20:58.5,茨城県沖,36°02.4′N,141°28.0′E,29 km,4.6,震度２
2011/03/12,16:17:03.2,新潟県中越地方,36°55.8′N,138°36.1′E,3 km,2.5,震度２
2011/03/12,16:13:34.4,福島県沖,37°22.6′N,141°59.6′E,13 km,4.8,震度２
2011/03/12,16:07:29.8,宮城県沖,38°15.6′N,142°14.8′E,30 km,4.9,震度２
2011/03/12,16:04:19.5,茨城県沖,36°00.7′N,141°02.7′E,17 km,4.1,震度２
2011/03/12,15:57:37.0,東京湾,35°31.6′N,139°55.0′E,25 km,3.9,震度３
2011/03/12,15:49:08.8,宮城県沖,38°38.9′N,142°41.6′E,46 km,4.7,震度２
2011/03/12,15:44:00.7,茨城県沖,36°35.7′N,141°01.7′E,43 km,4.7,震度３
2011/03/12,15:40:45.0,茨城県沖,36°46.3′N,140°56.0′E,23 km,4.7,震度２
2011/03/12,15:39:58.8,茨城県沖,36°38.5′N,141°00.6′E,48 km,4.1,震度３
2011/03/12,15:35:57.7,三陸沖,39°41.8′N,143°46.0′E,50 km,5.0,震度２
2011/03/12,15:29:08.6,岩手県沖,39°09.1′N,142°31.7′E,50 km,5.4,震度２
2011/03/12,15:23:34.8,栃木県北部,36°48.6′N,139°24.7′E,3 km,2.1,震度２
2011/03/12,15:23:11.2,三陸沖,39°32.4′N,142°58.8′E,24 km,5.4,震度２
2011/03/12,15:21:35.2,福島県沖,37°20.9′N,141°18.4′E,29 km,3.8,震度２
2011/03/12,15:18:39.5,岩手県沖,39°09.4′N,142°42.2′E,44 km,5.5,震度４
2011/03/12,15:00:21.4,茨城県沖,36°19.7′N,141°57.6′E,26 km,5.3,震度２
2011/03/12,14:55:13.4,長野県北部,36°56.9′N,138°33.5′E,7 km,4.2,震度４
2011/03/12,14:50:45.6,長野県北部,36°56.4′N,138°35.8′E,4 km,3.4,震度３
2011/03/12,14:45:18.4,福島県沖,37°13.5′N,141°18.8′E,30 km,4.4,震度３
2011/03/12,14:39:10.9,茨城県沖,36°00.1′N,141°34.2′E,34 km,3.4,震度２
2011/03/12,14:26:38.3,福島県沖,36°57.3′N,141°07.6′E,47 km,3.8,震度２
2011/03/12,14:16:46.0,新潟県中越地方,37°03.5′N,138°36.7′E,12 km,2.9,震度２
2011/03/12,14:14:46.7,茨城県北部,36°45.1′N,140°39.0′E,10 km,4.8,震度３
2011/03/12,13:58:22.5,福島県沖,36°54.4′N,141°04.0′E,50 km,4.0,震度２
2011/03/12,13:52:52.1,三陸沖,40°03.7′N,143°33.3′E,8 km,5.7,震度２
2011/03/12,13:43:00.9,長野県北部,36°57.1′N,138°33.9′E,7 km,3.5,震度３
2011/03/12,13:37:21.6,茨城県沖,36°15.4′N,141°07.9′E,40 km,4.4,震度２
2011/03/12,13:06:08.8,宮城県沖,38°44.1′N,142°10.0′E,40 km,5.3,震度４
2011/03/12,12:57:42.6,長野県北部,36°57.6′N,138°34.7′E,13 km,2.5,震度２
2011/03/12,12:54:45.2,茨城県沖,35°55.7′N,141°26.7′E,16 km,5.0,震度３
2011/03/12,12:48:49.4,千葉県東方沖,35°51.7′N,140°56.7′E,12 km,3.3,震度２
2011/03/12,12:40:57.1,新潟県中越地方,36°58.3′N,138°36.0′E,6 km,3.2,震度３
2011/03/12,12:34:44.0,千葉県東方沖,35°13.4′N,141°12.6′E,40 km,5.5,震度２
2011/03/12,12:22:45.9,福島県沖,37°41.6′N,141°45.2′E,34 km,4.3,震度２
2011/03/12,12:20:31.5,茨城県沖,36°48.0′N,141°05.8′E,45 km,4.0,震度２
2011/03/12,12:15:36.7,茨城県沖,36°49.8′N,141°07.1′E,46 km,4.1,震度２
2011/03/12,12:11:58.3,茨城県沖,35°58.9′N,141°36.6′E,37 km,5.6,震度３
2011/03/12,12:07:33.2,千葉県東方沖,35°14.6′N,141°14.7′E,30 km,3.9,震度２
2011/03/12,12:01:44.9,岩手県沖,39°34.0′N,142°53.2′E,11 km,5.6,震度３
2011/03/12,11:59:19.3,茨城県沖,36°10.6′N,141°01.5′E,38 km,4.5,震度２
2011/03/12,11:56:22.2,福島県沖,37°12.8′N,141°09.1′E,15 km,4.7,震度２
2011/03/12,11:52:34.2,福島県沖,37°13.5′N,141°09.0′E,16 km,5.1,震度３
2011/03/12,11:50:34.4,福島県沖,36°57.9′N,141°09.6′E,48 km,4.2,震度２
2011/03/12,11:47:34.0,福島県沖,37°35.3′N,143°35.1′E,40 km,5.9,震度２
2011/03/12,11:43:10.6,岩手県沖,39°12.0′N,142°25.9′E,28 km,4.9,震度３
2011/03/12,11:37:30.7,岩手県沖,40°01.2′N,142°44.9′E,35 km,5.1,震度２
2011/03/12,11:34:04.1,茨城県沖,36°44.6′N,141°36.7′E,46 km,5.2,震度３
2011/03/12,11:30:01.1,宮城県沖,38°31.3′N,142°07.0′E,46 km,4.7,震度３
2011/03/12,11:19:32.5,新潟県中越地方,37°02.5′N,138°36.2′E,7 km,3.0,震度３
2011/03/12,11:14:39.9,三陸沖,39°22.9′N,143°00.1′E,13 km,5.7,震度２
2011/03/12,11:08:25.7,新潟県中越地方,36°57.8′N,138°37.0′E,7 km,3.0,震度２
2011/03/12,10:59:43.0,福島県沖,37°26.0′N,142°38.9′E,19 km,5.5,震度２
2011/03/12,10:49:36.9,茨城県沖,36°31.2′N,140°55.8′E,49 km,4.5,震度２
2011/03/12,10:47:12.6,福島県沖,37°28.5′N,142°45.2′E,0 km,6.8,震度４
2011/03/12,10:46:20.9,福島県沖,37°22.0′N,141°49.5′E,36 km,5.2,震度２
2011/03/12,10:43:19.3,茨城県沖,36°21.9′N,141°40.5′E,60 km,4.9,震度２
2011/03/12,10:42:35.2,長野県北部,36°58.6′N,138°35.8′E,6 km,3.7,震度４
2011/03/12,10:36:24.2,福島県沖,36°43.3′N,142°04.7′E,10 km,5.5,震度２
2011/03/12,10:34:07.5,三陸沖,38°49.9′N,142°53.3′E,0 km,6.2,震度３
2011/03/12,10:32:55.6,新潟県中越地方,37°01.8′N,138°35.7′E,8 km,3.8,震度３
2011/03/12,10:30:30.3,福島県沖,37°00.9′N,141°59.6′E,3 km,4.9,震度２
2011/03/12,10:21:16.6,岩手県沖,39°07.8′N,142°06.7′E,42 km,3.9,震度２
2011/03/12,10:17:27.2,茨城県沖,36°33.8′N,140°56.2′E,49 km,4.5,震度３
2011/03/12,10:16:58.9,三陸沖,37°58.6′N,142°53.9′E,37 km,5.1,震度２
2011/03/12,10:13:56.1,福島県沖,37°19.3′N,141°13.3′E,30 km,4.9,震度４
2011/03/12,10:12:09.8,福島県浜通り,37°00.8′N,140°44.2′E,11 km,4.8,震度３
2011/03/12,10:07:51.9,茨城県沖,36°50.3′N,141°02.7′E,49 km,3.8,震度２
2011/03/12,10:04:02.4,宮城県沖,37°54.0′N,141°31.4′E,58 km,4.8,震度３
2011/03/12,10:00:35.7,茨城県沖,36°00.3′N,141°03.0′E,33 km,4.1,震度２
2011/03/12,09:59:58.7,長野県北部,36°58.0′N,138°35.7′E,6 km,2.1,震度２
2011/03/12,09:52:56.3,宮城県南部,38°12.5′N,140°38.9′E,13 km,3.5,震度２
2011/03/12,09:45:07.4,茨城県沖,36°09.7′N,141°55.9′E,20 km,5.6,震度２
2011/03/12,09:40:35.8,宮城県沖,38°27.7′N,142°19.0′E,37 km,5.0,震度２
2011/03/12,09:39:47.6,福島県沖,36°51.5′N,141°05.7′E,50 km,4.7,震度２
2011/03/12,09:39:09.2,秋田県沖,40°24.0′N,139°08.0′E,16 km,4.7,震度３
2011/03/12,09:35:46.3,岐阜県飛騨地方,36°14.4′N,137°32.9′E,2 km,2.6,震度２
2011/03/12,09:28:56.1,新潟県中越地方,36°59.5′N,138°36.2′E,6 km,2.8,震度３
2011/03/12,09:25:05.2,福島県沖,37°45.9′N,141°58.6′E,23 km,4.8,震度３
2011/03/12,09:16:16.0,福島県沖,37°39.9′N,142°03.2′E,22 km,4.4,震度２
