地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2012/02/20,13:28:10.4,茨城県北部,36°41.1′N,140°38.3′E,7 km,3.4,震度３
2012/02/20,06:55:16.2,秋田県内陸南部,39°28.7′N,140°24.9′E,10 km,2.6,震度２
2012/02/19,22:12:27.0,茨城県北部,36°44.4′N,140°36.4′E,7 km,3.8,震度２
2012/02/19,21:52:43.4,福島県沖,37°09.3′N,141°07.8′E,36 km,3.8,震度２
2012/02/19,14:54:49.6,茨城県北部,36°45.0′N,140°35.3′E,7 km,5.2,震度５弱
2012/02/19,06:43:59.5,宮城県沖,38°02.2′N,141°50.4′E,47 km,4.4,震度２
2012/02/18,23:20:27.2,茨城県沖,36°28.2′N,140°58.3′E,17 km,4.8,震度３
2012/02/18,16:07:23.8,宮城県沖,38°41.5′N,141°42.2′E,54 km,3.9,震度２
2012/02/18,14:13:10.8,東京湾,35°35.0′N,140°05.2′E,2 km,4.2,震度４
2012/02/18,13:56:32.3,東京湾,35°35.1′N,140°05.1′E,2 km,3.8,震度３
2012/02/18,10:59:11.0,浦河沖,41°53.0′N,142°29.8′E,63 km,4.2,震度２
2012/02/18,06:18:07.5,茨城県沖,36°29.3′N,140°42.0′E,14 km,3.2,震度２
2012/02/17,21:48:25.0,紀伊水道,34°03.7′N,135°04.9′E,10 km,3.0,震度２
2012/02/17,06:00:32.4,静岡県西部,34°55.2′N,138°02.5′E,13 km,3.7,震度２
2012/02/17,02:42:16.4,福島県沖,37°03.2′N,141°11.9′E,50 km,3.6,震度２
2012/02/17,00:30:15.4,福島県中通り,37°03.7′N,140°33.6′E,7 km,3.2,震度２
2012/02/16,14:09:38.8,宮城県沖,38°32.7′N,142°04.5′E,42 km,4.3,震度３
2012/02/16,13:50:08.9,北海道南西沖,41°55.6′N,139°17.8′E,20 km,4.2,震度３
2012/02/16,02:32:17.9,茨城県沖,36°09.4′N,141°00.3′E,34 km,4.3,震度３
2012/02/15,15:28:35.3,福島県沖,37°46.8′N,141°37.9′E,47 km,4.8,震度３
2012/02/15,13:36:32.9,渡島地方東部,42°07.3′N,140°26.5′E,8 km,3.6,震度３
2012/02/15,11:59:47.0,渡島地方東部,42°07.1′N,140°26.6′E,13 km,3.2,震度２
2012/02/15,07:34:39.9,茨城県沖,36°14.7′N,141°38.3′E,54 km,4.9,震度２
2012/02/15,04:15:11.3,千葉県東方沖,35°38.1′N,141°02.1′E,22 km,4.2,震度２
2012/02/14,21:41:29.7,茨城県沖,36°39.3′N,140°58.8′E,49 km,3.9,震度２
2012/02/14,21:40:16.2,長野県北部,36°30.0′N,137°55.2′E,9 km,3.6,震度４
2012/02/14,19:48:23.7,三陸沖,39°22.2′N,144°20.2′E,58 km,4.8,震度２
2012/02/14,15:21:59.5,茨城県沖,36°13.0′N,141°35.8′E,54 km,6.0,震度３
2012/02/14,12:29:54.8,茨城県沖,36°13.5′N,141°41.1′E,52 km,5.0,震度２
2012/02/14,12:27:48.3,茨城県沖,36°13.2′N,141°37.9′E,59 km,5.6,震度３
2012/02/12,17:26:04.0,茨城県沖,36°19.0′N,140°58.1′E,38 km,3.9,震度２
2012/02/12,13:41:01.5,三陸沖,38°33.2′N,144°10.2′E,45 km,5.0,震度２
2012/02/12,10:51:03.5,山梨県東部・富士五湖,35°28.8′N,138°56.9′E,19 km,3.6,震度２
2012/02/12,04:55:49.4,宮城県沖,38°43.5′N,142°11.2′E,42 km,4.6,震度３
2012/02/11,20:27:49.3,青森県東方沖,41°15.2′N,141°42.7′E,20 km,3.8,震度２
2012/02/11,10:26:57.3,千葉県北西部,36°05.2′N,139°47.3′E,46 km,4.7,震度３
2012/02/11,07:07:33.0,茨城県南部,36°04.5′N,139°52.8′E,47 km,3.4,震度２
2012/02/10,14:10:33.4,茨城県北部,36°50.5′N,140°35.1′E,8 km,3.8,震度２
2012/02/10,13:56:55.7,秋田県内陸北部,40°03.0′N,140°33.1′E,10 km,3.8,震度３
2012/02/10,06:52:01.4,宮城県中部,38°22.9′N,140°48.0′E,107 km,4.4,震度３
2012/02/10,01:58:21.8,茨城県沖,36°49.6′N,141°14.2′E,36 km,3.7,震度２
2012/02/09,19:22:05.2,千葉県北東部,35°28.8′N,140°25.9′E,26 km,3.4,震度２
2012/02/09,16:09:46.9,福島県沖,37°08.5′N,141°22.5′E,50 km,4.1,震度２
2012/02/09,16:00:46.3,宮城県沖,38°13.8′N,141°52.4′E,50 km,4.1,震度２
2012/02/09,15:14:34.8,伊豆半島東方沖,35°00.9′N,139°07.3′E,9 km,3.7,震度３
2012/02/09,12:55:18.7,日向灘,31°30.3′N,131°49.6′E,22 km,4.6,震度３
2012/02/08,21:01:37.9,佐渡付近,37°51.9′N,138°10.2′E,14 km,5.7,震度５強
2012/02/08,20:36:38.8,茨城県沖,36°39.0′N,141°01.9′E,47 km,3.9,震度３
2012/02/08,09:57:10.2,福島県会津,37°44.5′N,139°59.2′E,7 km,3.4,震度２
2012/02/08,06:41:28.7,茨城県沖,36°33.6′N,140°40.7′E,12 km,4.0,震度４
2012/02/07,22:37:55.1,千葉県北西部,35°48.4′N,140°08.5′E,65 km,4.3,震度２
2012/02/07,22:30:04.2,宗谷東方沖,45°28.4′N,142°21.5′E,314 km,4.9,震度２
2012/02/07,08:10:31.9,東京都多摩東部,35°36.5′N,139°25.8′E,28 km,3.4,震度２
2012/02/07,07:38:52.2,福島県沖,37°38.8′N,141°52.3′E,32 km,4.2,震度２
2012/02/07,04:19:25.4,千葉県北東部,35°44.3′N,140°50.1′E,13 km,3.7,震度２
2012/02/07,01:05:57.5,岩手県内陸南部,39°16.3′N,141°08.4′E,128 km,3.7,震度２
2012/02/06,14:31:30.2,茨城県沖,36°25.6′N,141°00.0′E,40 km,4.0,震度２
2012/02/06,12:22:40.6,釧路沖,42°56.3′N,144°40.8′E,38 km,3.9,震度２
2012/02/06,07:05:44.2,茨城県沖,36°27.7′N,141°01.2′E,17 km,5.0,震度３
2012/02/05,21:44:58.4,宮城県沖,38°38.2′N,141°54.7′E,48 km,3.9,震度２
2012/02/05,09:37:54.2,千葉県東方沖,35°39.5′N,140°41.1′E,46 km,3.6,震度２
2012/02/05,08:59:07.0,茨城県沖,36°07.7′N,140°54.7′E,38 km,4.5,震度３
2012/02/05,08:00:49.6,宮城県沖,38°21.4′N,142°13.2′E,43 km,4.0,震度２
2012/02/05,04:45:12.1,福島県沖,37°26.3′N,141°17.8′E,34 km,3.6,震度２
2012/02/05,03:02:54.7,岩手県沖,40°09.5′N,142°28.4′E,34 km,4.1,震度２
2012/02/04,19:21:42.1,茨城県南部,36°14.9′N,140°06.6′E,65 km,3.9,震度２
2012/02/04,17:01:20.6,茨城県北部,36°40.1′N,140°36.2′E,7 km,3.1,震度２
2012/02/04,11:54:22.2,与那国島近海,24°37.3′N,122°37.7′E,117 km,4.9,震度２
2012/02/04,08:41:12.2,宮城県沖,38°53.1′N,141°58.7′E,50 km,3.9,震度２
2012/02/04,08:32:29.9,岩手県沖,39°37.9′N,142°06.4′E,48 km,3.9,震度２
2012/02/04,06:51:36.2,岩手県沖,39°38.0′N,142°06.3′E,48 km,3.8,震度２
2012/02/03,18:59:45.3,宮城県沖,38°26.0′N,142°10.1′E,45 km,4.5,震度２
2012/02/03,15:02:59.2,福島県中通り,37°03.9′N,140°26.6′E,6 km,3.0,震度２
2012/02/03,05:16:23.9,熊本県熊本地方,32°55.4′N,130°50.8′E,11 km,3.2,震度２
2012/02/02,21:25:41.0,宮城県沖,38°25.8′N,141°49.8′E,57 km,3.8,震度２
2012/02/02,02:01:40.0,茨城県北部,36°31.4′N,140°34.2′E,58 km,3.9,震度２
2012/02/01,22:48:21.4,秋田県沖,39°13.9′N,139°48.6′E,22 km,3.5,震度２
2012/02/01,16:44:33.8,宮古島近海,24°40.7′N,125°09.6′E,30 km,4.2,震度３
2012/02/01,06:30:19.8,日高地方中部,42°15.3′N,142°35.0′E,7 km,2.1,震度２
2012/02/01,05:23:14.8,福島県沖,37°27.9′N,141°33.6′E,40 km,3.9,震度２
2012/02/01,04:35:21.5,福島県沖,37°10.0′N,141°37.4′E,43 km,4.4,震度２
2012/01/31,13:35:26.5,宮城県沖,38°57.7′N,142°23.9′E,33 km,4.2,震度２
2012/01/30,17:10:47.0,茨城県沖,36°48.9′N,141°08.8′E,34 km,3.8,震度２
2012/01/30,16:13:32.2,福島県浜通り,37°14.3′N,140°55.1′E,7 km,3.5,震度２
2012/01/30,10:30:08.1,宮城県沖,38°27.9′N,141°57.3′E,45 km,3.8,震度２
2012/01/30,03:18:23.2,日向灘,32°36.8′N,132°00.2′E,39 km,4.9,震度４
2012/01/29,20:15:01.5,トカラ列島近海,28°30.5′N,128°56.1′E,8 km,4.2,震度２
2012/01/29,18:38:47.5,山梨県東部・富士五湖,35°32.3′N,138°58.7′E,20 km,3.1,震度２
2012/01/29,17:41:24.2,山梨県東部・富士五湖,35°32.3′N,138°59.1′E,22 km,3.4,震度２
2012/01/29,16:46:43.1,山梨県東部・富士五湖,35°32.2′N,138°59.0′E,21 km,4.7,震度４
2012/01/29,01:42:33.2,岩手県内陸南部,38°54.7′N,141°23.2′E,82 km,3.6,震度２
2012/01/28,21:44:25.3,岩手県沖,40°09.8′N,142°23.3′E,37 km,4.9,震度３
2012/01/28,16:14:54.9,石垣島近海,24°10.5′N,124°17.2′E,40 km,4.7,震度２
2012/01/28,14:20:54.2,茨城県沖,36°46.2′N,141°15.1′E,37 km,4.7,震度４
2012/01/28,14:03:15.8,岐阜県美濃中西部,35°44.2′N,137°07.0′E,8 km,3.2,震度２
2012/01/28,09:22:16.4,岩手県沖,40°09.1′N,142°25.6′E,36 km,5.7,震度４
2012/01/28,08:04:46.7,山梨県東部・富士五湖,35°29.8′N,138°58.8′E,18 km,4.2,震度３
2012/01/28,07:46:35.2,山梨県東部・富士五湖,35°28.6′N,138°58.8′E,21 km,4.2,震度３
2012/01/28,07:45:08.2,山梨県東部・富士五湖,35°29.2′N,138°58.3′E,20 km,3.8,震度２
2012/01/28,07:43:14.0,山梨県東部・富士五湖,35°29.3′N,138°58.6′E,18 km,5.4,震度５弱
2012/01/28,07:39:43.1,山梨県東部・富士五湖,35°29.5′N,138°58.7′E,18 km,4.9,震度４
2012/01/28,04:07:50.8,熊本県熊本地方,32°55.5′N,130°50.6′E,11 km,2.4,震度２
2012/01/28,03:56:44.5,熊本県熊本地方,32°55.5′N,130°50.7′E,11 km,3.0,震度２
2012/01/27,19:50:36.8,茨城県北部,36°40.7′N,140°37.4′E,13 km,3.8,震度２
2012/01/27,14:27:33.8,千葉県東方沖,35°46.1′N,140°58.9′E,15 km,4.2,震度２
2012/01/27,13:19:26.7,千葉県東方沖,35°46.5′N,140°58.9′E,14 km,5.0,震度３
2012/01/27,10:08:32.2,三陸沖,38°01.2′N,143°47.8′E,43 km,4.9,震度２
2012/01/26,21:22:16.1,福島県沖,37°03.2′N,141°08.6′E,52 km,4.2,震度２
2012/01/26,05:42:55.2,宮城県沖,38°10.5′N,141°41.5′E,51 km,5.2,震度４
2012/01/26,05:21:24.4,茨城県沖,36°46.7′N,141°17.5′E,30 km,4.6,震度２
2012/01/25,02:35:49.3,茨城県沖,36°43.5′N,141°13.5′E,38 km,4.4,震度２
2012/01/24,17:07:44.3,福島県沖,37°04.2′N,141°11.2′E,51 km,4.0,震度３
2012/01/24,13:26:04.7,茨城県北部,36°41.3′N,140°37.8′E,7 km,2.9,震度２
2012/01/24,09:26:40.0,岩手県沖,40°08.7′N,142°27.1′E,35 km,4.2,震度２
2012/01/24,03:19:19.7,茨城県沖,36°34.4′N,141°03.6′E,53 km,3.8,震度２
2012/01/23,20:45:41.3,福島県沖,37°03.5′N,141°11.4′E,52 km,5.1,震度５弱
2012/01/23,07:52:20.3,宮城県沖,38°40.3′N,141°53.0′E,56 km,4.2,震度３
2012/01/22,13:44:01.3,宮崎県南部山沿い,31°54.5′N,131°00.1′E,9 km,3.3,震度２
2012/01/22,12:11:52.7,千葉県東方沖,35°32.7′N,140°56.6′E,41 km,3.8,震度２
2012/01/22,12:09:01.1,千葉県東方沖,35°32.0′N,140°54.3′E,38 km,4.5,震度２
2012/01/22,10:20:26.1,茨城県南部,36°14.7′N,140°02.3′E,59 km,4.1,震度３
2012/01/21,07:23:06.7,福島県浜通り,37°00.1′N,140°46.3′E,10 km,3.4,震度２
2012/01/21,06:20:09.3,福島県沖,37°28.1′N,141°19.7′E,27 km,3.7,震度２
2012/01/21,03:52:35.8,青森県東方沖,41°29.2′N,141°59.9′E,64 km,3.8,震度２
2012/01/20,17:36:44.3,日向灘,31°58.4′N,131°36.1′E,37 km,3.9,震度２
2012/01/20,17:29:01.2,宮城県沖,38°21.4′N,142°06.9′E,36 km,4.1,震度２
2012/01/20,08:14:22.2,宮城県沖,38°20.2′N,142°13.5′E,33 km,4.2,震度２
2012/01/19,22:09:47.1,千葉県東方沖,35°46.4′N,140°58.8′E,14 km,4.5,震度３
2012/01/19,21:23:30.1,千葉県東方沖,35°45.9′N,140°57.2′E,12 km,3.9,震度２
2012/01/19,20:50:32.9,茨城県沖,36°14.5′N,141°03.6′E,37 km,3.9,震度２
2012/01/19,16:42:02.5,岩手県沖,39°10.6′N,142°25.3′E,33 km,4.4,震度２
2012/01/19,10:11:06.6,岩手県沖,39°03.1′N,142°01.6′E,48 km,3.9,震度２
2012/01/19,09:10:10.0,宮城県沖,38°20.0′N,141°47.9′E,50 km,4.2,震度２
2012/01/19,08:37:07.1,茨城県北部,36°46.6′N,140°34.0′E,9 km,3.1,震度２
2012/01/19,04:32:49.2,岩手県沖,39°06.8′N,142°27.4′E,30 km,4.3,震度２
2012/01/18,22:29:25.8,福島県浜通り,37°10.7′N,140°43.1′E,6 km,4.1,震度３
2012/01/18,18:55:41.5,福島県中通り,37°05.0′N,140°33.5′E,7 km,3.0,震度２
2012/01/18,17:55:40.1,宮城県沖,38°37.1′N,141°54.5′E,48 km,4.3,震度３
2012/01/18,12:10:03.0,福島県浜通り,37°10.9′N,140°42.9′E,7 km,4.2,震度３
2012/01/18,10:24:59.9,千葉県北西部,35°46.8′N,140°06.8′E,63 km,3.8,震度２
2012/01/17,12:30:15.2,茨城県南部,36°03.9′N,139°51.6′E,46 km,4.7,震度３
2012/01/17,05:56:37.4,紀伊水道,33°55.5′N,135°01.6′E,9 km,3.2,震度２
2012/01/17,03:25:10.3,茨城県北部,36°40.5′N,140°38.7′E,9 km,3.6,震度２
2012/01/16,16:40:29.5,内浦湾,42°08.4′N,140°34.2′E,14 km,2.9,震度２
2012/01/16,15:29:01.6,千葉県北東部,35°45.0′N,140°40.6′E,47 km,3.8,震度２
2012/01/16,10:38:10.7,宮城県沖,38°24.2′N,141°54.6′E,59 km,4.0,震度２
2012/01/16,06:13:35.0,秋田県内陸南部,39°36.4′N,140°34.5′E,6 km,2.3,震度２
2012/01/15,19:36:47.2,宮城県沖,38°51.3′N,142°03.1′E,46 km,3.8,震度３
2012/01/15,09:43:23.2,千葉県北西部,35°43.9′N,139°56.0′E,49 km,3.6,震度２
2012/01/15,07:12:45.7,岐阜県美濃東部,35°21.6′N,137°15.4′E,51 km,3.6,震度２
2012/01/15,00:45:39.2,茨城県沖,36°25.6′N,140°39.5′E,53 km,3.8,震度２
2012/01/14,18:57:54.2,岩手県沖,40°08.6′N,142°28.3′E,34 km,4.7,震度３
2012/01/14,03:54:04.4,宮城県沖,38°42.0′N,141°47.9′E,53 km,3.4,震度２
2012/01/14,01:50:08.9,茨城県北部,36°43.3′N,140°36.6′E,7 km,3.4,震度２
2012/01/13,21:50:07.2,茨城県北部,36°38.2′N,140°35.6′E,7 km,3.8,震度３
2012/01/13,02:40:58.3,福島県沖,37°40.8′N,141°45.2′E,48 km,4.0,震度２
2012/01/12,20:11:22.0,福島県浜通り,37°03.8′N,140°46.4′E,7 km,3.3,震度３
2012/01/12,18:37:39.8,茨城県沖,36°23.5′N,140°57.9′E,54 km,3.8,震度２
2012/01/12,18:17:59.0,福島県沖,37°35.7′N,141°36.9′E,43 km,3.9,震度２
2012/01/12,16:45:38.4,福島県沖,36°56.5′N,141°14.6′E,34 km,4.0,震度２
2012/01/12,14:37:25.0,宮城県沖,38°22.6′N,142°37.3′E,28 km,5.5,震度３
2012/01/12,12:20:49.0,福島県沖,36°58.0′N,141°18.2′E,33 km,5.9,震度４
2012/01/12,10:40:03.8,茨城県沖,36°26.3′N,141°11.5′E,52 km,4.7,震度３
2012/01/12,00:47:29.0,茨城県沖,36°21.0′N,140°58.7′E,39 km,3.7,震度２
2012/01/11,15:00:50.9,留萌地方南部,44°03.6′N,141°41.9′E,0 km,4.0,震度３
2012/01/11,14:29:44.0,茨城県北部,36°53.2′N,140°40.8′E,8 km,3.7,震度２
2012/01/11,10:16:27.9,三陸沖,39°31.5′N,143°25.5′E,40 km,4.7,震度２
2012/01/11,08:23:44.1,宮城県沖,38°23.8′N,141°49.4′E,59 km,3.8,震度２
2012/01/11,06:21:55.8,福島県沖,37°18.0′N,141°33.1′E,51 km,3.9,震度３
2012/01/10,22:15:34.2,茨城県沖,36°50.9′N,141°12.7′E,37 km,4.2,震度２
2012/01/10,22:05:52.1,福島県沖,37°19.1′N,141°18.0′E,33 km,3.8,震度２
2012/01/09,17:50:12.5,茨城県沖,36°42.5′N,141°25.7′E,50 km,4.7,震度２
2012/01/09,16:10:44.1,茨城県沖,36°41.3′N,141°31.4′E,38 km,4.6,震度２
2012/01/09,13:41:21.5,千葉県東方沖,35°39.2′N,140°51.2′E,15 km,3.6,震度２
2012/01/09,07:13:07.5,岩手県沖,39°20.4′N,142°03.8′E,48 km,5.1,震度３
2012/01/09,01:52:42.1,千葉県北東部,35°29.3′N,140°22.8′E,25 km,3.6,震度３
2012/01/09,01:23:37.6,茨城県沖,36°38.2′N,140°53.8′E,50 km,3.7,震度２
2012/01/09,00:37:27.9,和歌山県北部,33°59.9′N,135°30.1′E,56 km,4.7,震度３
2012/01/08,13:41:20.1,宮城県沖,38°37.6′N,141°55.7′E,48 km,4.1,震度２
2012/01/08,08:52:26.7,千葉県東方沖,35°39.7′N,140°51.4′E,15 km,3.9,震度２
2012/01/08,06:00:27.6,茨城県沖,36°45.6′N,141°15.4′E,37 km,4.2,震度２
2012/01/07,21:30:59.0,宮城県沖,38°10.2′N,141°40.8′E,51 km,3.9,震度２
2012/01/07,21:26:23.4,茨城県沖,36°27.3′N,141°00.1′E,54 km,3.3,震度２
2012/01/07,19:43:07.5,福島県沖,37°13.8′N,141°25.3′E,56 km,4.7,震度３
2012/01/07,17:17:54.2,福島県沖,37°29.0′N,142°00.3′E,32 km,4.4,震度２
2012/01/07,10:12:56.0,茨城県沖,36°32.5′N,140°51.8′E,51 km,3.9,震度２
2012/01/06,19:44:19.6,茨城県沖,36°41.2′N,141°04.2′E,24 km,4.0,震度２
2012/01/06,10:16:52.2,宮城県沖,38°45.2′N,142°02.1′E,36 km,3.6,震度２
2012/01/06,05:55:46.7,茨城県沖,35°53.3′N,140°51.1′E,40 km,4.5,震度３
2012/01/06,03:23:10.8,福島県会津,37°40.4′N,139°56.1′E,9 km,2.5,震度２
2012/01/06,01:47:05.6,宮城県沖,38°42.9′N,142°21.1′E,36 km,4.9,震度３
2012/01/05,22:13:51.7,福島県中通り,37°04.1′N,140°33.4′E,6 km,4.2,震度４
2012/01/05,22:03:33.0,福島県中通り,37°04.1′N,140°33.1′E,7 km,2.5,震度２
2012/01/05,21:37:29.7,福島県中通り,37°04.2′N,140°33.3′E,6 km,3.9,震度３
2012/01/05,17:48:53.2,茨城県沖,36°08.1′N,140°58.3′E,46 km,3.6,震度２
2012/01/05,11:22:42.0,福島県中通り,37°04.1′N,140°33.1′E,6 km,2.7,震度２
2012/01/04,21:48:43.0,茨城県沖,36°34.4′N,141°08.8′E,33 km,4.2,震度２
2012/01/03,03:28:24.3,茨城県沖,36°22.6′N,141°53.9′E,60 km,5.0,震度２
2012/01/03,03:08:30.6,兵庫県南西部,34°57.6′N,134°43.9′E,13 km,3.6,震度２
2012/01/02,06:40:20.0,福島県中通り,37°04.2′N,140°33.1′E,6 km,2.5,震度２
2012/01/01,19:47:23.2,広島県北部,34°53.2′N,132°52.7′E,11 km,3.3,震度２
2012/01/01,16:32:40.5,千葉県東方沖,35°42.9′N,140°58.6′E,11 km,3.8,震度２
2012/01/01,14:27:52.0,鳥島近海,31°25.6′N,138°33.9′E,397 km,7.0,震度４
2012/01/01,00:28:52.9,新潟県中越地方,36°57.7′N,138°36.0′E,7 km,4.2,震度４
