地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/12/10,00:23:10.2,茨城県沖,36°38.4′N,140°56.2′E,50 km,4.1,震度３
2011/12/09,15:54:52.4,岐阜県飛騨地方,36°07.1′N,137°18.1′E,12 km,3.0,震度２
2011/12/09,12:57:13.8,宮城県沖,38°49.0′N,142°00.4′E,55 km,4.0,震度２
2011/12/09,07:17:24.5,宮城県沖,38°24.8′N,141°50.9′E,55 km,3.8,震度２
2011/12/09,00:34:35.3,岩手県沖,40°08.8′N,142°28.7′E,34 km,4.2,震度２
2011/12/08,07:11:41.0,茨城県沖,36°18.0′N,141°04.0′E,49 km,4.7,震度２
2011/12/08,05:43:10.5,千葉県南東沖,34°32.6′N,140°15.9′E,62 km,4.5,震度２
2011/12/08,01:12:30.6,能登半島沖,37°34.6′N,137°20.0′E,10 km,3.9,震度３
2011/12/07,17:54:21.1,福島県浜通り,37°16.3′N,140°55.3′E,7 km,2.5,震度２
2011/12/07,11:46:02.7,千葉県東方沖,35°36.0′N,140°59.0′E,17 km,4.4,震度２
2011/12/07,01:00:04.0,茨城県北部,36°41.2′N,140°40.3′E,6 km,3.0,震度２
2011/12/06,12:38:02.6,福島県会津,37°40.5′N,139°55.9′E,8 km,3.2,震度３
2011/12/06,12:16:36.8,福島県沖,37°36.5′N,142°05.9′E,31 km,4.2,震度２
2011/12/06,11:56:08.0,福島県会津,37°40.6′N,139°55.8′E,9 km,2.4,震度２
2011/12/06,10:26:08.4,宮城県沖,38°01.5′N,141°51.6′E,46 km,4.4,震度２
2011/12/06,08:25:08.9,宮城県沖,38°10.6′N,141°46.0′E,56 km,3.8,震度２
2011/12/06,06:50:15.0,北海道東方沖,43°23.9′N,146°54.5′E,39 km,4.5,震度２
2011/12/05,17:26:41.8,秋田県内陸北部,39°57.6′N,140°24.2′E,6 km,3.1,震度２
2011/12/05,12:55:00.4,茨城県北部,36°28.8′N,140°27.7′E,77 km,3.9,震度２
2011/12/05,10:01:12.1,茨城県沖,36°14.7′N,141°58.3′E,48 km,5.2,震度２
2011/12/05,06:40:24.2,神奈川県西部,35°26.3′N,139°12.9′E,20 km,3.4,震度２
2011/12/05,04:20:04.9,宮城県沖,38°10.7′N,141°46.0′E,56 km,4.4,震度３
2011/12/05,01:02:38.3,豊後水道,33°17.3′N,132°09.4′E,50 km,4.0,震度３
2011/12/04,11:05:32.0,福島県中通り,37°04.4′N,140°26.6′E,7 km,2.6,震度２
2011/12/04,04:11:35.8,茨城県北部,36°45.7′N,140°34.1′E,9 km,3.9,震度２
2011/12/03,15:42:23.3,福島県沖,37°20.6′N,141°34.0′E,44 km,4.3,震度２
2011/12/03,13:16:38.2,宮城県沖,38°53.0′N,141°58.7′E,50 km,4.4,震度３
2011/12/03,06:40:56.8,千葉県南部,35°20.5′N,140°20.3′E,20 km,3.1,震度２
2011/12/03,06:03:41.6,千葉県北東部,35°21.3′N,140°18.0′E,20 km,4.2,震度３
2011/12/03,05:55:29.0,千葉県北東部,35°21.1′N,140°19.3′E,22 km,5.2,震度４
2011/12/02,17:58:45.6,宮城県沖,38°37.2′N,141°54.3′E,48 km,3.8,震度２
2011/12/02,17:16:23.1,茨城県沖,35°51.3′N,141°08.8′E,22 km,4.2,震度２
2011/12/02,13:02:36.6,岩手県沖,39°16.6′N,142°14.4′E,43 km,3.8,震度２
2011/12/02,09:50:29.4,宮城県沖,38°11.1′N,141°46.5′E,56 km,4.6,震度３
2011/12/02,01:27:17.6,千葉県北東部,35°44.2′N,140°52.1′E,11 km,3.8,震度２
2011/12/02,00:41:11.4,長野県北部,36°33.5′N,137°45.0′E,1 km,3.2,震度２
2011/12/01,22:23:54.7,長野県北部,36°33.7′N,137°44.4′E,1 km,4.6,震度３
2011/12/01,20:20:31.3,国後島付近,44°27.9′N,146°15.7′E,147 km,4.7,震度２
2011/11/30,21:55:16.7,宮城県沖,38°25.3′N,141°59.8′E,63 km,4.0,震度３
2011/11/29,11:12:21.4,福島県沖,37°00.1′N,141°12.5′E,53 km,3.7,震度２
2011/11/29,08:08:53.9,岩手県沖,40°22.6′N,142°16.1′E,41 km,3.9,震度２
2011/11/29,08:02:37.3,福島県中通り,37°00.4′N,140°32.5′E,7 km,3.5,震度２
2011/11/29,03:53:31.5,宮城県沖,38°37.6′N,141°55.7′E,48 km,4.4,震度３
2011/11/28,23:33:08.1,茨城県沖,36°25.9′N,140°37.4′E,54 km,4.3,震度３
2011/11/28,12:51:54.6,茨城県北部,36°39.5′N,140°31.3′E,7 km,3.1,震度２
2011/11/28,12:49:20.5,茨城県北部,36°42.0′N,140°42.9′E,46 km,3.5,震度２
2011/11/28,07:25:37.6,宮城県沖,38°38.4′N,141°54.4′E,48 km,3.8,震度２
2011/11/28,00:55:32.2,トカラ列島近海,29°36.9′N,129°49.1′E,14 km,3.9,震度２
2011/11/28,00:18:51.9,福島県中通り,37°02.2′N,140°35.8′E,3 km,3.6,震度２
2011/11/27,13:06:05.6,茨城県沖,36°14.4′N,140°59.5′E,43 km,4.0,震度２
2011/11/27,10:07:44.2,福島県沖,37°37.3′N,141°35.8′E,46 km,4.2,震度２
2011/11/26,23:34:33.8,岩手県沖,40°06.2′N,142°08.2′E,46 km,3.8,震度２
2011/11/26,22:58:55.2,山形県置賜地方,37°48.6′N,140°01.3′E,9 km,3.5,震度２
2011/11/26,20:44:46.9,福島県沖,37°07.2′N,141°18.1′E,58 km,3.5,震度２
2011/11/26,20:09:26.5,福島県沖,37°06.5′N,141°06.2′E,53 km,4.0,震度３
2011/11/26,10:43:20.5,宮城県沖,38°50.7′N,142°06.7′E,44 km,4.5,震度３
2011/11/26,09:16:36.0,福島県会津,37°41.2′N,139°58.6′E,9 km,3.7,震度３
2011/11/26,09:05:46.1,佐渡付近,37°44.3′N,138°16.9′E,24 km,4.3,震度３
2011/11/26,03:55:49.3,千葉県東方沖,35°22.5′N,140°29.0′E,27 km,3.4,震度２
2011/11/25,22:16:16.4,宮城県沖,38°42.2′N,141°47.4′E,53 km,3.2,震度２
2011/11/25,21:38:53.2,茨城県沖,36°29.2′N,140°41.5′E,15 km,3.7,震度３
2011/11/25,11:28:24.3,福島県浜通り,37°01.9′N,140°40.6′E,11 km,3.6,震度２
2011/11/25,05:14:07.0,静岡県東部,35°18.9′N,138°42.5′E,12 km,2.7,震度３
2011/11/25,04:52:24.3,広島県北部,34°52.1′N,132°53.7′E,13 km,4.3,震度３
2011/11/25,04:35:26.9,広島県北部,34°52.2′N,132°53.6′E,12 km,4.7,震度４
2011/11/25,02:43:38.0,福島県会津,37°40.7′N,139°55.5′E,9 km,2.3,震度２
2011/11/25,02:39:28.2,福島県会津,37°40.6′N,139°55.4′E,9 km,3.1,震度３
2011/11/25,00:21:54.9,福島県浜通り,37°12.1′N,140°54.0′E,8 km,3.3,震度２
2011/11/24,21:47:44.2,埼玉県南部,35°57.9′N,139°32.9′E,43 km,3.4,震度２
2011/11/24,19:25:33.7,浦河沖,41°45.0′N,142°53.2′E,43 km,6.2,震度５弱
2011/11/24,16:59:43.5,福島県沖,37°26.4′N,141°30.0′E,45 km,3.6,震度２
2011/11/24,11:06:55.3,父島近海,26°29.6′N,142°37.1′E,22 km,4.8,震度２
2011/11/24,05:48:21.4,熊本県熊本地方,32°55.5′N,130°50.6′E,11 km,2.6,震度２
2011/11/24,04:24:30.4,福島県沖,37°19.8′N,141°36.7′E,45 km,6.1,震度４
2011/11/24,01:05:46.8,広島県北部,34°52.2′N,132°53.6′E,11 km,3.1,震度２
2011/11/23,15:22:47.6,東京湾,35°15.0′N,139°45.4′E,95 km,3.7,震度２
2011/11/22,11:35:39.1,宮城県沖,38°28.7′N,142°03.6′E,44 km,4.2,震度２
2011/11/22,06:33:47.7,広島県北部,34°52.5′N,132°53.4′E,11 km,3.2,震度２
2011/11/22,02:38:51.9,福井県嶺北,35°55.8′N,136°20.4′E,8 km,3.6,震度２
2011/11/21,19:16:29.5,広島県北部,34°52.3′N,132°53.6′E,12 km,5.4,震度５弱
2011/11/21,18:48:24.8,宮城県沖,37°48.5′N,142°09.3′E,37 km,4.4,震度２
2011/11/21,06:30:39.2,茨城県北部,36°41.8′N,140°37.0′E,7 km,3.0,震度２
2011/11/20,23:11:03.7,宮城県沖,38°16.2′N,142°05.1′E,38 km,3.9,震度２
2011/11/20,11:42:18.2,茨城県北部,36°40.6′N,140°37.8′E,6 km,3.3,震度２
2011/11/20,11:13:22.5,岩手県沖,39°42.7′N,142°07.5′E,48 km,4.2,震度２
2011/11/20,10:25:59.7,茨城県北部,36°43.2′N,140°37.3′E,4 km,4.8,震度３
2011/11/20,10:23:40.7,茨城県北部,36°42.6′N,140°35.2′E,9 km,5.3,震度５強
2011/11/20,10:09:28.7,茨城県北部,36°42.5′N,140°35.5′E,8 km,3.1,震度２
2011/11/20,08:47:50.8,宮城県沖,38°26.3′N,142°12.1′E,37 km,4.1,震度２
2011/11/20,06:00:35.4,福島県会津,37°40.6′N,139°55.4′E,9 km,3.1,震度３
2011/11/20,04:27:38.6,千葉県東方沖,35°31.5′N,140°56.6′E,43 km,4.8,震度２
2011/11/20,02:36:55.4,福島県沖,37°46.1′N,141°46.4′E,48 km,4.6,震度３
2011/11/19,22:38:47.0,茨城県沖,36°40.8′N,140°50.2′E,30 km,3.6,震度２
2011/11/19,22:06:15.5,岩手県沖,39°04.6′N,142°11.4′E,44 km,4.3,震度２
2011/11/19,21:03:56.2,熊本県熊本地方,32°52.2′N,130°44.5′E,9 km,2.7,震度２
2011/11/19,19:06:56.8,福島県中通り,37°00.4′N,140°32.4′E,6 km,4.2,震度３
2011/11/19,14:46:16.3,千葉県東方沖,35°30.6′N,140°30.7′E,28 km,3.1,震度２
2011/11/19,07:53:50.8,長野県中部,36°20.8′N,138°00.2′E,3 km,2.9,震度２
2011/11/19,06:29:34.8,福島県沖,36°52.2′N,141°16.0′E,55 km,3.9,震度２
2011/11/18,23:41:18.8,千葉県東方沖,35°42.7′N,140°55.7′E,15 km,4.0,震度２
2011/11/18,16:48:53.1,長野県北部,36°29.7′N,137°55.1′E,9 km,2.3,震度２
2011/11/18,04:50:40.0,福井県嶺北,35°55.9′N,136°20.1′E,8 km,2.9,震度２
2011/11/18,03:57:56.2,福井県嶺北,35°56.0′N,136°20.2′E,7 km,4.8,震度４
2011/11/17,19:09:47.3,福井県嶺北,35°56.0′N,136°20.2′E,8 km,3.7,震度３
2011/11/17,18:42:59.5,茨城県沖,35°49.1′N,141°53.9′E,20 km,5.1,震度２
2011/11/17,17:34:31.8,宮城県沖,38°48.4′N,142°02.1′E,47 km,4.7,震度３
2011/11/16,15:25:50.0,檜山地方,41°58.2′N,140°11.8′E,3 km,2.9,震度２
2011/11/14,15:53:00.1,島根県西部,35°05.0′N,132°29.5′E,11 km,3.3,震度２
2011/11/14,09:25:18.8,熊本県熊本地方,32°54.3′N,130°50.8′E,9 km,3.1,震度３
2011/11/14,04:40:35.9,千葉県南部,35°04.9′N,139°58.3′E,71 km,4.1,震度２
2011/11/13,22:31:01.5,宮城県沖,38°50.7′N,142°03.4′E,46 km,3.6,震度２
2011/11/13,20:26:59.9,和歌山県北部,34°02.7′N,135°16.4′E,6 km,2.9,震度２
2011/11/13,18:05:16.0,福島県沖,37°11.3′N,141°22.2′E,49 km,4.0,震度３
2011/11/13,16:42:12.6,秋田県内陸南部,39°33.1′N,140°23.9′E,4 km,2.0,震度２
2011/11/13,04:12:48.8,福島県会津,37°41.0′N,139°55.5′E,9 km,2.5,震度２
2011/11/13,02:07:22.6,福島県会津,37°41.3′N,139°55.5′E,9 km,2.6,震度２
2011/11/13,00:32:19.1,福島県会津,37°41.1′N,139°55.6′E,9 km,2.8,震度２
2011/11/13,00:28:56.5,福島県会津,37°41.2′N,139°55.6′E,8 km,3.3,震度３
2011/11/12,17:14:37.5,鹿児島県薩摩地方,31°58.4′N,130°25.5′E,9 km,3.4,震度２
2011/11/12,02:24:20.2,宮城県沖,38°51.3′N,142°03.0′E,46 km,4.0,震度２
2011/11/12,02:09:46.0,トカラ列島近海,29°42.9′N,129°59.0′E,91 km,4.0,震度２
2011/11/12,00:23:50.9,茨城県北部,36°48.1′N,140°33.8′E,6 km,3.4,震度２
2011/11/11,20:34:41.5,トカラ列島近海,29°36.7′N,129°50.7′E,13 km,4.3,震度２
2011/11/11,16:52:11.1,宮城県沖,38°55.0′N,141°56.0′E,51 km,3.9,震度２
2011/11/10,18:55:59.2,愛知県西部,35°11.5′N,136°44.9′E,14 km,3.9,震度３
2011/11/10,09:04:01.5,福島県浜通り,37°07.1′N,140°50.4′E,7 km,3.3,震度２
2011/11/10,07:43:12.1,秋田県内陸南部,39°34.8′N,140°26.5′E,7 km,4.1,震度４
2011/11/10,05:38:57.2,宮城県沖,38°09.0′N,141°42.6′E,53 km,3.8,震度２
2011/11/10,01:05:04.3,宮城県沖,38°19.4′N,142°07.0′E,38 km,4.1,震度２
2011/11/09,14:24:36.4,茨城県沖,36°14.8′N,140°51.3′E,38 km,4.2,震度３
2011/11/09,12:05:10.3,福島県浜通り,37°02.6′N,140°39.3′E,10 km,3.7,震度２
2011/11/09,10:19:20.1,茨城県北部,36°41.6′N,140°36.5′E,6 km,3.3,震度２
2011/11/09,06:16:38.0,岩手県沿岸南部,39°03.7′N,141°47.3′E,60 km,3.7,震度２
2011/11/08,22:52:48.9,宮城県沖,38°18.8′N,142°11.5′E,37 km,4.0,震度２
2011/11/08,11:59:06.9,沖縄本島北西沖,27°17.8′N,125°44.3′E,217 km,7.0,震度４
2011/11/08,10:56:35.7,福島県沖,37°01.2′N,141°10.8′E,23 km,4.1,震度２
2011/11/08,10:37:26.6,沖縄本島近海,26°37.8′N,127°46.3′E,44 km,3.9,震度２
2011/11/08,09:54:24.7,長野県中部,36°09.1′N,137°35.1′E,3 km,3.0,震度２
2011/11/08,08:17:23.2,長野県中部,36°09.1′N,137°35.1′E,2 km,2.8,震度２
2011/11/08,04:05:47.8,福島県中通り,37°03.7′N,140°34.6′E,7 km,2.9,震度２
2011/11/08,03:30:37.5,福島県中通り,37°03.7′N,140°34.5′E,6 km,3.8,震度３
2011/11/07,23:41:59.7,群馬県北部,36°53.9′N,139°22.8′E,3 km,4.5,震度３
2011/11/07,19:06:24.6,和歌山県北部,34°12.6′N,135°18.7′E,7 km,3.3,震度２
2011/11/07,18:51:20.5,宮城県中部,38°19.0′N,140°41.5′E,12 km,2.7,震度２
2011/11/06,17:40:31.6,岩手県沖,39°09.1′N,142°23.6′E,32 km,4.1,震度２
2011/11/06,13:57:45.0,岐阜県美濃中西部,35°36.5′N,136°38.2′E,14 km,2.9,震度２
2011/11/06,11:53:05.9,十勝地方南部,42°42.3′N,143°05.8′E,81 km,3.6,震度２
2011/11/06,08:43:43.4,宮城県沖,38°19.4′N,141°52.2′E,47 km,4.1,震度２
2011/11/06,00:26:25.7,千葉県南東沖,35°04.6′N,140°14.7′E,14 km,3.4,震度２
2011/11/05,18:56:52.4,茨城県沖,36°19.5′N,140°58.7′E,41 km,3.9,震度２
2011/11/05,13:18:50.4,紀伊水道,33°44.1′N,134°55.3′E,41 km,3.8,震度２
2011/11/05,00:45:10.3,茨城県北部,36°46.9′N,140°33.0′E,8 km,4.2,震度３
2011/11/05,00:30:15.5,千葉県北東部,35°42.8′N,140°37.1′E,46 km,3.5,震度２
2011/11/04,23:56:35.2,千葉県北東部,35°42.9′N,140°37.8′E,49 km,3.9,震度２
2011/11/04,21:48:54.7,福島県沖,37°15.5′N,141°08.0′E,34 km,3.9,震度２
2011/11/04,11:59:14.0,茨城県沖,36°00.4′N,141°19.7′E,32 km,4.9,震度３
2011/11/03,19:34:28.6,茨城県南部,35°55.2′N,140°08.5′E,62 km,4.9,震度４
2011/11/02,17:16:20.7,静岡県伊豆地方,34°57.5′N,139°04.9′E,4 km,2.7,震度２
2011/11/02,16:37:43.8,静岡県伊豆地方,34°57.4′N,139°05.3′E,4 km,3.4,震度２
2011/11/02,10:43:25.8,岩手県沖,39°00.3′N,141°46.5′E,63 km,4.3,震度３
2011/11/02,07:55:47.4,茨城県沖,36°25.7′N,140°38.1′E,54 km,3.6,震度２
2011/11/02,00:26:40.6,宮城県沖,38°32.2′N,141°42.9′E,54 km,3.7,震度２
2011/11/01,05:59:46.2,釧路沖,42°45.0′N,145°19.9′E,47 km,4.5,震度３
2011/10/31,16:22:20.5,千葉県北東部,35°28.1′N,140°23.4′E,27 km,3.7,震度２
2011/10/31,10:31:40.4,茨城県南部,36°00.2′N,140°22.9′E,56 km,3.5,震度２
2011/10/31,08:08:27.3,宮城県沖,38°49.8′N,142°27.7′E,34 km,4.5,震度２
2011/10/30,18:03:06.5,茨城県北部,36°39.5′N,140°31.4′E,7 km,3.0,震度２
2011/10/30,12:23:44.8,石垣島北西沖,25°13.0′N,122°59.5′E,209 km,5.5,震度２
2011/10/30,03:17:09.6,福島県浜通り,37°07.5′N,140°51.2′E,8 km,2.7,震度２
2011/10/29,20:24:10.7,宮城県沖,38°26.2′N,142°06.9′E,47 km,4.0,震度２
2011/10/29,18:22:52.1,栃木県北部,36°39.4′N,139°29.4′E,4 km,3.2,震度２
2011/10/29,15:24:43.2,宮城県沖,38°12.8′N,142°01.7′E,51 km,4.9,震度３
2011/10/29,11:56:52.0,千葉県南部,35°20.3′N,140°19.5′E,24 km,3.6,震度２
2011/10/29,08:47:51.2,福島県中通り,36°59.7′N,140°33.6′E,8 km,3.7,震度２
2011/10/29,02:12:13.4,千葉県東方沖,35°46.0′N,140°52.4′E,14 km,4.0,震度２
2011/10/28,19:57:43.5,和歌山県北部,34°02.2′N,135°16.2′E,6 km,3.2,震度２
2011/10/28,11:06:46.6,宮城県沖,38°52.8′N,141°58.6′E,47 km,3.9,震度２
2011/10/28,08:20:18.2,宮城県沖,38°33.4′N,141°41.4′E,55 km,3.9,震度２
2011/10/28,05:45:38.1,山形県置賜地方,37°48.5′N,140°00.2′E,9 km,3.2,震度２
2011/10/28,05:29:26.1,山形県置賜地方,37°48.2′N,140°00.1′E,9 km,3.9,震度３
2011/10/28,05:20:16.5,福島県沖,37°31.4′N,141°29.4′E,46 km,4.1,震度２
